总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
五菱荣光 2011款 1.2L基本型,五菱荣光,2011款,1.80,4.40,2012-03,6.5万公里,昆明,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.2L 84马力 L4,5档手动变速箱(MT),客车,3995/1620/1900,2700,-,1150,1.2,自然吸气,L4,84,112,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,175/70 R14,175/70 R14,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0
长安CS75 2016款 1.8T 自动精英型 国V,长安CS75,2016款,11.00,12.70,2017-01,1.17万公里,昆明,国五,自动,4400元（车价x4%，最低3500元） ,长安汽车,紧凑型SUV,1.8T 177马力 L4,6档手自一体变速箱(AT),5门5座SUV,4650/1850/1705,2700,590-15,1665,1.8,涡轮增压,L4,177,230,汽油,92号,多点电喷,国五,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0
哈弗H6 2016款 升级版 1.5T 手动两驱精英型,哈弗H6,2016款,8.18,11.10,2016-02,1.29万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,1.5T 150马力 L4,6档手动变速箱(MT),5门5座SUV,4640/1825/1690,2680,808-20,1541,1.5,涡轮增压,L4,150,210,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
长安商用长安星光4500 2007款 1.3L-SC6443基本型,长安商用长安星光4500,2007款,1.70,6.10,2011-10,6.9万公里,昆明,国三,手动,3000元（车价x4%，最低3000元） ,长安轻型车,微面,1.3L 82马力 L4,5档手动变速箱(MT),客车,4390/1655/1935,2800,-,-,1.3,自然吸气,L4,82,-,汽油,92号,多点电喷,国三,,无助力,麦弗逊式独立悬挂,钢板弹簧非独立悬架,盘式,鼓式,-,185/80 R14,185/80 R14,无/无,无/无,正常/正常,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
福特福克斯 2012款 两厢 1.6L 自动舒适型,福特福克斯,2012款,8.50,14.20,2014-09,2.94万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.6L 125马力 L4,6档双离合变速箱(DCT),5门5座两厢车,4368/1823/1483,2648,356,1337,1.6,自然吸气,L4,125,159,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大众Passat领驭 2009款 2.0L MFI 手动尊享型,大众Passat领驭,2009款,10.90,18.40,2012-12,4.9万公里,昆明,国四,手动,4360元（车价x4%，最低3500元） ,上汽大众,中型车,2.0L 116马力 L4,5档手动变速箱(MT),4门5座三厢车,4789/1765/1470,2803,475,1392,2.0,自然吸气,L4,116,172,汽油,92号,多点电喷,国四,,电子液压助力,多连杆独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,标配,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
宝骏730 2014款 1.5L 手动豪华型 7座,宝骏730,2014款,6.00,8.80,2014-08,5.5万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用五菱,MPV,1.5L 112马力 L4,5档手动变速箱(MT),5门7座MPV,4685/1785/1745,2750,-,-,1.5,自然吸气,L4,112,147,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/55 R16,195/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,无,无,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
大众凌渡 2015款 280TSI DSG舒适版,大众凌渡,2015款,15.99,20.00,2015-10,1.5万公里,昆明,国四,自动,6396元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.4T 150马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4598/1826/1425,2656,480-11,1365,1.4,涡轮增压,L4,150,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/50 R17,225/50 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
雪佛兰科沃兹 2016款 1.5L 自动欣享版,雪佛兰科沃兹,2016款,7.16,9.60,2016-11,1.1万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.5L 113马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4544/1779/1467,2600,405,1225,1.5,自然吸气,L4,113,141,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,加装,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
本田CR-V 2010款 2.4L 自动四驱豪华版,本田CR-V,2010款,12.82,26.00,2012-02,8.5万公里,昆明,国四,自动,5128元（车价x4%，最低3500元） ,东风本田,紧凑型SUV,2.4L 170马力 L4,5档自动变速箱(AT),5门5座SUV,4575/1820/1680,2620,-,1625,2.4,自然吸气,L4,170,220,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0
别克凯越 2015款 1.5L 自动经典型,别克凯越,2015款,6.80,10.00,2016-09,2.1万公里,昆明,国五,自动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.5L 113马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4515/1725/1445,2600,405,1230,1.5,自然吸气,L4,113,141,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,185/65 R14,185/65 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
大众尚酷 2011款 1.4TSI 舒适版(进口),大众尚酷,2011款,12.90,29.50,2011-10,5万公里,昆明,国四,自动,5160元（车价x4%，最低3500元） ,大众(进口),跑车,1.4 160马力 L4,7档双离合变速箱(DCT),3门4座硬顶跑车,4248/1810/1410,2578,-,1360,1.4,机械+涡轮增压,L4,160,240,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/45 R17,225/45 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/无,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
福特蒙迪欧 2013款 2.0L GTDi200时尚型,福特蒙迪欧,2013款,17.50,22.00,2016-07,1.1万公里,昆明,国四,自动,7000元（车价x4%，最低3500元） ,长安福特,中型车,2.0T 203马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4860/1854/1480,2850,516-98,1659,2.0,涡轮增压,L4,203,340,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/50 R17,235/50 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0
众泰Z500 2015款 1.5T 手动豪华型,众泰Z500,2015款,6.30,9.00,2015-11,2.49万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,众泰汽车,中型车,1.5T 150马力 L4,5档手动变速箱(MT),4门5座三厢车,4750/1810/1490,2750,500,1360,1.5,涡轮增压,L4,150,195,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
标致207 2010款 两厢 1.4L 手动驭乐版,标致207,2010款,3.20,7.80,2011-05,5.4万公里,昆明,国三,手动,3500元（车价x4%，最低3500元） ,东风标致,小型车,1.4L 76马力 L4,5档手动变速箱(MT),5门5座两厢车,3900/1680/1468,2450,245-11,1051,1.4,自然吸气,L4,76,120,汽油,92号,多点电喷,国三,,机械液压助力,麦弗逊式独立悬架，螺旋弹簧,纵向摆臂独立悬架带横向稳定杆,通风盘式,鼓式,-,185/65 R14,185/65 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
哈弗H6 Coupe 2016款 蓝标 1.5T 自动两驱都市型,哈弗H6,Coupe,11.28,14.40,2016-10,0.7万公里,昆明,国四,自动,4512元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,1.5T 150马力 L4,6档自动变速箱(AT),5门5座SUV,4549/1835/1700,2720,-,-,1.5,涡轮增压,L4,150,210,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
五菱宏光 2015款 1.5L S基本型 国IV,五菱宏光,2015款,3.86,5.60,2015-11,2.3万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用五菱,微面,1.5L 112马力 L4,5档手动变速箱(MT),客车,4400/1680/1770,2720,-,-,1.5,自然吸气,L4,112,147,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬挂,钢板弹簧非独立悬架,盘式,鼓式,-,175/70 R14,175/70 R14,正常/正常,正常/正常,正常/正常,无,标配,无,无,无,无,无,无,无,无,无,无,标配/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
雪佛兰创酷 2014款 1.4T 自动两驱豪华型,雪佛兰创酷,2014款,9.20,14.50,2014-09,6.68万公里,昆明,国五,自动,3680元（车价x4%，最低3500元） ,上汽通用雪佛兰,小型SUV,1.4T 140马力 L4,6档手自一体变速箱(AT),5门5座SUV,4248/1776/1674,2555,356-13,1410,1.4,涡轮增压,L4,140,200,汽油,92号,多点电喷,国五,-,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,-,215/55 R18,215/55 R18,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,1,0
长安商用欧尚 2016款 1.5L 手动豪华型7座,长安商用欧尚,2016款,5.28,7.00,2016-10,1.4万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,长安汽车,MPV,1.5L 114马力 L4,5档手动变速箱(MT),5门7座MPV,4465/1725/1700,2680,-,1315,1.5,自然吸气,L4,114,148,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,185/65 R15,185/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
宝骏730 2016款 1.8L 手动豪华型 7座,宝骏730,2016款,7.10,9.70,2016-01,2.85万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用五菱,MPV,1.8L 137马力 L4,5档手动变速箱(MT),5门7座MPV,4710/1785/1745,2750,-,1435,1.8,自然吸气,L4,137,186,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
长安商用长安星光4500 2012款 1.3L基本型4G13S1,长安商用长安星光4500,2012款,2.00,5.50,2011-09,7.3万公里,昆明,国四,手动,3000元（车价x4%，最低3000元） ,长安轻型车,微面,1.3L 100马力 L4,5档手动变速箱(MT),客车,4390/1655/1935,2800,-,-,1.3,自然吸气,L4,100,111,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,钢板弹簧非独立悬架,盘式,鼓式,-,185/80 R14,185/80 R14,正常/正常,正常/正常,正常/正常,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
福特嘉年华 2014款 两厢 1.0 GTDi 自动劲动型,福特嘉年华,2014款,10.80,13.30,2014-07,3.7万公里,昆明,国四,自动,4320元（车价x4%，最低3500元） ,长安福特,小型车,1.0T 125马力 L3,6档双离合变速箱(DCT),5门5座两厢车,3980/1722/1470,2495,270,1155,1.0,涡轮增压,L3,125,170,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,195/50 R16,195/50 R16,正常/正常,正常/无,正常/正常,加装,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
雪铁龙C5 2013款 2.0L 自动尊享型,雪铁龙C5,2013款,12.00,20.60,2014-01,4.57万公里,昆明,国四,自动,4800元（车价x4%，最低3500元） ,东风雪铁龙,中型车,2.0L 147马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4805/1860/1458,2815,439,1580,2.0,自然吸气,L4,147,200,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R16,225/60 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0
现代格越 2013款 3.0L 7座四驱豪华版(进口),现代格越,2013款,25.06,38.90,2014-02,8.6万公里,昆明,国五,自动,10024元（车价x4%，最低3500元） ,现代(进口),中型SUV,3.0L 264马力 V6,6档手自一体变速箱(AT),5门7座SUV,4915/1885/1695,2800,-,-,3.0,自然吸气,V6,264,306,汽油,92号,直喷,国五,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,235/55 R19,235/55 R19,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
大众POLO 2014款 1.6L 自动舒适版,大众POLO,2014款,7.50,11.30,2015-10,1.74万公里,昆明,国五,自动,3500元（车价x4%，最低3500元） ,上汽大众,小型车,1.6L 110马力 L4,6档手自一体变速箱(AT),5门5座两厢车,3970/1682/1462,2470,250,1120,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,加装,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
奥迪A4L 2011款 2.0 TFSI 尊享型,奥迪A4L,2011款,15.93,51.10,2011-10,10.4万公里,昆明,国四,自动,6372元（车价x4%，最低3500元） ,一汽-大众奥迪,中型车,2.0T 211马力 L4,8档无级变速箱(CVT),4门5座三厢车,4763/1826/1426,2869,480,1630,2.0,涡轮增压,L4,211,350,汽油,95号,直喷,国四,-,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,盘式,-,245/40 R18,245/40 R18,正常/正常,正常/正常,正常/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0
现代名图 2014款 1.8L 自动尊贵型DLX,现代名图,2014款,12.30,17.30,2015-09,2.06万公里,昆明,国四,自动,4920元（车价x4%，最低3500元） ,北京现代,中型车,1.8L 143马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4710/1820/1470,2770,526,1441,1.8,自然吸气,L4,143,176,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,无/无,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配/标配,标配,无,标配,标配,标配,标配,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
比亚迪G3 2011款 数智版 1.5L 手动豪雅型,比亚迪G3,2011款,2.80,7.70,2011-07,8.4万公里,昆明,国四,手动,3000元（车价x4%，最低3000元） ,比亚迪,紧凑型车,1.5L 107马力 L4,5档手动变速箱(MT),4门5座三厢车,4600/1705/1490,2610,440,1180,1.5,自然吸气,L4,107,144,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,盘式,盘式,-,195/60 R15,195/60 R15,正常/正常,无/无,无/无,无,标配,无,标配,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,标配,无,标配,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,1,0
凯迪拉克XTS 2013款 28T 领先型,凯迪拉克XTS,2013款,23.00,51.00,2013-04,8.1万公里,昆明,国四,自动,9200元（车价x4%，最低3500元） ,上汽通用凯迪拉克,中大型车,2.0T 269马力 L4,6档手自一体变速箱(AT),4门5座三厢车,5131/1852/1501,2837,509,1840,2.0,涡轮增压,L4,269,355,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,通风盘式,-,245/45 R19,245/45 R19,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,1
奇瑞QQ 2013款 1.0L 手动快乐版,奇瑞QQ,2013款,2.30,4.30,2015-03,1.5万公里,昆明,国四,手动,3000元（车价x4%，最低3000元） ,奇瑞汽车,微型车,1.0L 69马力 L3,5档手动变速箱(MT),5门5座两厢车,3564/1620/1527,2340,-,936,1.0,自然吸气,L3,69,93,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵向拖曳臂式非独立悬架,盘式,鼓式,-,165/60 R14,165/60 R14,无/无,无/无,无/无,无,标配,标配,无,无,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
奔驰E级 2013款 E 260 L CGI时尚型,奔驰E级,2013款,25.50,56.20,2013-07,7.63万公里,昆明,国四,自动,10200元（车价x4%，最低3500元） ,北京奔驰,中大型车,1.8T 204马力 L4,7档手自一体变速箱(AT),4门5座三厢车,5012/1855/1464,3014,540,1775,1.8,涡轮增压,L4,204,310,汽油,95号,直喷,国四,-,电子液压助力,多连杆独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,255/40 R18,255/40 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1
