总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
马自达昂克赛拉 2014款 两厢 2.0L 自动旗舰型,马自达昂克赛拉,2014款,11.00,17.40,2015-04,5.22万公里,昆明,国四,自动,4400元（车价x4%，最低3500元） ,长安马自达,紧凑型车,2.0L 158马力 L4,6档手自一体变速箱(AT),5门5座两厢车,4461/1795/1474,2700,350,1359,2.0,自然吸气,L4,158,202,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/45 R18,215/45 R18,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2
日产骐达 2008款 1.6L 手动智能型,日产骐达,2008款,4.10,12.70,2010-03,6.74万公里,昆明,国三,手动,3500元（车价x4%，最低3500元） ,东风日产,紧凑型车,1.6L 109马力 L4,5档手动变速箱(MT),5门5座两厢车,4250/1695/1535,2600,289-46,1160,1.6,自然吸气,L4,109,153,汽油,92号,多点电喷,国三,,电子液压助力,麦弗逊式独立悬架,带稳定杆扭力梁式后悬架,通风盘式,盘式,-,185/65 R15,185/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1
雪铁龙C5 2013款 2.0L 手动舒适型,雪铁龙C5,2013款,11.00,19.20,2014-03,3.35万公里,昆明,国四,手动,4400元（车价x4%，最低3500元） ,东风雪铁龙,中型车,2.0L 147马力 L4,5档手动变速箱(MT),4门5座三厢车,4805/1860/1458,2815,439,1510,2.0,自然吸气,L4,147,200,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R16,225/60 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
比亚迪宋 2017款 盖世升级版 1.5TID 自动豪雅型,比亚迪宋,2017款,10.40,13.80,2017-02,1.09万公里,昆明,国五,自动,4160元（车价x4%，最低3500元） ,比亚迪,紧凑型SUV,1.5T 154马力 L4,6档双离合变速箱(DCT),5门5座SUV,4565/1830/1720,2660,-,-,1.5,涡轮增压,L4,154,240,汽油,92号,直喷,国五,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大众凌渡 2015款 280TSI DSG豪华版,大众凌渡,2015款,16.50,21.70,2015-02,2.8万公里,昆明,国五,自动,6600元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.4T 150马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4598/1826/1425,2656,480-11,1365,1.4,涡轮增压,L4,150,250,汽油,95号,直喷,国五,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/50 R17,225/50 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0
福特福克斯 2012款 三厢经典 1.8L 手动基本型,福特福克斯,2012款,4.66,10.80,2012-07,7.3万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,5档手动变速箱(MT),4门5座三厢车,4480/1840/1500,2640,526,1325,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,无,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,1
现代名图 2014款 1.8L 自动尊贵型DLX,现代名图,2014款,10.80,17.30,2015-07,3.16万公里,昆明,国四,自动,4320元（车价x4%，最低3500元） ,北京现代,中型车,1.8L 143马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4710/1820/1470,2770,526,1441,1.8,自然吸气,L4,143,176,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,无/无,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
别克君威 2013款 2.0T GS纵情运动版,别克君威,2013款,12.00,30.80,2012-05,6万公里,昆明,国四,自动,4800元（车价x4%，最低3500元） ,上汽通用别克,中型车,2.0T 220马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4830/1856/1484,2737,500,1650,2.0,涡轮增压,L4,220,350,汽油,92号,直喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,245/45 R18,245/45 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0
大众宝来 2013款 1.6L 自动时尚型,大众宝来,2013款,7.02,13.00,2013-05,5.58万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 105马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4523/1775/1467,2610,450,1310,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,标配,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,3
奇瑞瑞虎5 2014款 2.0L CVT家悦版,奇瑞瑞虎5,2014款,7.20,12.30,2014-07,4.19万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,奇瑞汽车,紧凑型SUV,2.0L 139马力 L4,7档无级变速箱(CVT),5门5座SUV,4506/1841/1740,2610,370,1537,2.0,自然吸气,L4,139,182,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,标配,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪佛兰迈锐宝 2013款 1.6T 自动舒适版,雪佛兰迈锐宝,2013款,13.40,19.70,2014-12,2.57万公里,昆明,国四,自动,5360元（车价x4%，最低3500元） ,上汽通用雪佛兰,中型车,1.6T 184马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4869/1854/1472,2737,544,1580,1.6,涡轮增压,L4,184,235,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/55 R17,225/55 R17,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
三菱劲炫ASX 2013款 2.0L 手动两驱舒适版,三菱劲炫ASX,2013款,8.60,14.10,2014-04,5.5万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,广汽三菱,紧凑型SUV,2.0L 167马力 L4,5档手动变速箱(MT),5门5座SUV,4295/1770/1615,2670,384-11,1370,2.0,自然吸气,L4,167,197,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
奇瑞A3 2010款 两厢 1.6L 手动进取型,奇瑞A3,2010款,3.60,8.10,2012-08,7.1万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,奇瑞汽车,紧凑型车,1.6L 119马力 L4,5档手动变速箱(MT),5门5座两厢车,4282/1792/1467,2550,-,1350,1.6,自然吸气,L4,119,147,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆，螺旋弹簧+稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,无,加装,无,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,1,0
本田飞度 2016款 1.5L LXS CVT舒适天窗版,本田飞度,2016款,8.20,9.30,2017-05,0.4万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,广汽本田,小型车,1.5L 131马力 L4,无级变速档无级变速箱(CVT),5门5座两厢车,4065/1695/1525,2530,-,1078,1.5,自然吸气,L4,131,155,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
奥迪A6L 2014款 30 FSI 舒适型,奥迪A6L,2014款,28.00,50.90,2015-01,8.19万公里,昆明,国四,自动,11200元（车价x4%，最低3500元） ,一汽-大众奥迪,中大型车,2.5L 190马力 V6,8档无级变速箱(CVT),4门5座三厢车,5015/1874/1455,3012,460,1800,2.5,自然吸气,V6,190,250,汽油,95号,直喷,国四,-,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,1
福特嘉年华 2013款 两厢 1.5L 自动时尚型,福特嘉年华,2013款,6.10,10.70,2013-11,6.4万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,小型车,1.5L 110马力 L4,6档双离合变速箱(DCT),5门5座两厢车,3970/1722/1470,2495,270,1115,1.5,自然吸气,L4,110,140,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/55 R15,185/55 R15,正常/正常,正常/无,无/无,无,标配,无,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0
大众朗逸 2013款 1.4TSI DSG舒适版,大众朗逸,2013款,11.80,16.10,2014-11,4.03万公里,昆明,国四,自动,4720元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4605/1765/1460,2610,478,1325,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,0
雪铁龙C4L 2014款 1.8L 智驱版 手动劲享型,雪铁龙C4L,2014款,8.10,14.80,2015-05,4.44万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,东风雪铁龙,紧凑型车,1.8L 139马力 L4,5档手动变速箱(MT),4门5座三厢车,4620/1780/1498,2710,435,1381,1.8,自然吸气,L4,139,172,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架+横向稳定杆,可变形横梁式，带横向稳定杆,通风盘式,盘式,-,215/55 R16,215/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,无,无,标配,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
雪佛兰科鲁兹 2011款 1.6L SL MT,雪佛兰科鲁兹,2011款,5.00,11.80,2011-10,10.75万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.6L 117马力 L4,5档手动变速箱(MT),4门5座三厢车,4598/1797/1477,2685,400,1360,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,205/65 R15,205/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,加装,加装,无,无/无,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0
雪佛兰赛欧 2010款 三厢 1.2L 手动时尚版,雪佛兰赛欧,2010款,2.80,6.30,2012-09,6.5万公里,昆明,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用雪佛兰,小型车,1.2L 87马力 L4,5档手动变速箱(MT),4门5座三厢车,4249/1690/1503,2465,370,1020,1.2,自然吸气,L4,87,115,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/70 R13,175/70 R13,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/无,标配,无,无,无,标配,无,无,无,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1
福特蒙迪欧 2013款 1.5L GTDi180时尚型,福特蒙迪欧,2013款,14.50,20.60,2015-03,5.03万公里,昆明,国四,自动,5800元（车价x4%，最低3500元） ,长安福特,中型车,1.5T 181马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4860/1854/1480,2850,516-98,1540,1.5,涡轮增压,L4,181,240,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/50 R17,235/50 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0
大众POLO 2011款 1.6L 自动致尚版,大众POLO,2011款,4.88,12.10,2011-12,6.06万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,上汽大众,小型车,1.6L 105马力 L4,6档手自一体变速箱(AT),5门5座两厢车,3970/1682/1462,2470,250,1135,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,0,0
福特福克斯 2013款 三厢经典 1.8L 手动百万纪念版,福特福克斯,2013款,6.70,11.40,2014-12,3.13万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,5档手动变速箱(MT),4门5座三厢车,4480/1840/1500,2640,526,1325,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
奇瑞E3 2013款 1.5L 手动智尚型,奇瑞E3,2013款,3.16,6.60,2014-01,8.5万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,奇瑞汽车,小型车,1.5L 109马力 L4,5档手动变速箱(MT),4门5座三厢车,4450/1748/1493,2570,502,1208,1.5,自然吸气,L4,109,140,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1
大众捷达 2013款 1.4L 手动舒适型,大众捷达,2013款,4.98,10.10,2013-08,8.57万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.4L 90马力 L4,5档手动变速箱(MT),4门5座三厢车,4487/1706/1470,2603,466,1120,1.4,自然吸气,L4,90,132,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,加装,加装,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0
本田CR-V 2010款 2.4L 自动四驱豪华版,本田CR-V,2010款,12.28,26.00,2011-10,5.46万公里,昆明,国四,自动,4912元（车价x4%，最低3500元） ,东风本田,紧凑型SUV,2.4L 170马力 L4,5档自动变速箱(AT),5门5座SUV,4575/1820/1680,2620,-,1625,2.4,自然吸气,L4,170,220,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,无/无,无,标配,无,加装,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
沃尔沃V60 2015款 2.0T T5 智雅版(进口),沃尔沃V60,2015款,21.00,39.80,2014-09,4.89万公里,昆明,国四,自动,8400元（车价x4%，最低3500元） ,沃尔沃(进口),中型车,2.0T 245马力 L4,8档手自一体变速箱(AT),5门5座旅行车,4635/1865/1484,2776,557,1635,2.0,涡轮增压,L4,245,350,汽油,95号,直喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/45 R17,235/45 R17,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
大众凌渡 2017款 280TSI DSG舒适版,大众凌渡,2017款,16.80,20.00,2017-02,0.67万公里,昆明,国四,自动,6720元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.4T 150马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4598/1826/1425,2656,480-11,1365,1.4,涡轮增压,L4,150,250,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/50 R17,225/50 R17,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
沃尔沃V60 2013款 2.0T T5 智雅版(进口),沃尔沃V60,2013款,18.00,37.20,2012-08,3.65万公里,昆明,国四,自动,7200元（车价x4%，最低3500元） ,沃尔沃(进口),中型车,2.0T 214马力 L5,6档手自一体变速箱(AT),5门5座旅行车,4628/1865/1484,2776,557-12,1671,2.0,涡轮增压,L5,214,300,汽油,95号,多点电喷,国四,-,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
长安奔奔mini 2010款 1.0L 手动豪华型,长安奔奔mini,2010款,1.46,4.30,2010-12,4.19万公里,昆明,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,微型车,1.0L 70马力 L4,5档手动变速箱(MT),5门5座两厢车,3520/1570/1490,2345,-,870,1.0,自然吸气,L4,70,90,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,非独立车轴式，螺旋弹簧悬架,通风盘式,鼓式,-,175/60 R13,175/60 R13,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
大众捷达 2015款 1.6L 自动舒适型,大众捷达,2015款,7.46,11.80,2016-01,3.11万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,6档自动变速箱(AT),4门5座三厢车,4487/1706/1470,2603,466,1170,1.6,自然吸气,L4,110,160,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
大众POLO 2011款 1.4L 自动致酷版,大众POLO,2011款,5.41,12.90,2012-02,2.2万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,上汽大众,小型车,1.4L 86马力 L4,6档手自一体变速箱(AT),5门5座两厢车,3970/1682/1462,2470,250,1122,1.4,自然吸气,L4,86,132,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,标配,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1
Jeep指南者 2011款 2.4L 四驱运动版(进口),Jeep指南者,2011款,14.30,26.70,2012-01,2.3万公里,昆明,国四,自动,5720元（车价x4%，最低3500元） ,Jeep(进口),紧凑型SUV,2.4L 170马力 L4,6档无级变速箱(CVT),5门5座SUV,4448/1812/1663,2635,458,1530,2.4,自然吸气,L4,170,220,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,无/无,正常/无,加装,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,加装,加装,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
起亚秀尔 2013款 1.6L AT GL,起亚秀尔,2013款,6.69,12.50,2016-05,0.97万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,东风悦达起亚,小型车,1.6L 123马力 L4,4档手自一体变速箱(AT),5门5座两厢车,4096/1785/1663,2550,-,1225,1.6,自然吸气,L4,123,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
本田思域 2013款 十周年纪念 1.8L 自动舒适版,本田思域,2013款,7.69,15.20,2013-05,7.94万公里,昆明,国四,自动,3500元（车价x4%，最低3500元） ,东风本田,紧凑型车,1.8L 141马力 L4,5档自动变速箱(AT),4门5座三厢车,4535/1755/1450,2670,440,1255,1.8,自然吸气,L4,141,174,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,加装,标配,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0
斯柯达昕锐 2013款 1.4L 手动乐选型,斯柯达昕锐,2013款,5.20,8.70,2014-09,6.4万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,上汽斯柯达,紧凑型车,1.4L 90马力 L4,5档手动变速箱(MT),4门5座三厢车,4501/1706/1469,2603,466,1100,1.4,自然吸气,L4,90,132,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,175/70 R14,175/70 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
雪铁龙C4L 2013款 1.8L 手动劲享版,雪铁龙C4L,2013款,7.20,14.30,2013-10,4.06万公里,昆明,国四,手动,3500元（车价x4%，最低3500元） ,东风雪铁龙,紧凑型车,1.8L 139马力 L4,5档手动变速箱(MT),4门5座三厢车,4620/1780/1498,2710,435,1381,1.8,自然吸气,L4,139,172,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架+横向稳定杆,可变形横梁式，带横向稳定杆,通风盘式,盘式,-,215/55 R16,215/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,1
